id,solution_label,file_name,folder_name,date,Ag 328.068,Ag 338.289,Al 308.215,Al 396.152,As 188.980,As 234.984,B 249.678,B 249.772,Ba 455.403,Ba 493.408,Bi 223.061,Bi 306.771,Ca 317.933,Ca 396.847,Ca 422.673,Cd 214.439,Cd 226.502,Ce 418.659,Ce 446.021,Co 228.615,Co 230.786,Co 231.160,Cr 267.716,Cr 283.563,Cu 324.754,Cu 327.395,Fe 238.204,Fe 259.940,Ga 287.423,Ga 417.204,In 410.176,In 451.131,K 766.491,K 769.897,La 333.749,La 408.671,Li 610.365,Li 670.783,Mg 279.553,Mg 280.270,Mg 285.213,Mn 257.610,Mn 259.372,Mo 281.615,Mo 284.824,Na 568.821,Na 588.995,Na 589.592,Ni 230.299,Ni 231.604,P 213.618,P 214.914,Pb 220.353,Pb 405.781,S 180.669,S 181.972,Sb 206.834,Sb 217.582,Sc 357.253,Sc 361.383,Sn 189.925,Sn 283.998,Sr 407.771,Sr 421.552,Th 283.730,Th 335.123,Th 401.913,Ti 334.941,Ti 337.280,Tl 276.789,Tl 351.923,U 385.957,U 409.013,V 309.310,V 311.837,Y 360.074,Y 371.029,Y 377.433,Yb 328.937,Yb 369.419,Zn 202.548,Zn 213.857,Au 242.794_2,Au 242.794_1,Si 250.690,Si 251.432,Si 251.611,Si 288.158,Cu 213.598,Cu 224.700,Nb 309.417,Nb 313.078,Ta 263.558,Ta 268.517,W 207.912,W 209.475,Mo 202.032,Mo 204.598,Se 203.985,Se 196.026,Au 267.594_2,Pd 340.458,Pt 214.424,Au 267.594_1,Pd 360.955,Pt 306.471,Pt 299.796,Si 288.158_2,Si 288.158_1,Ni 221.648,Zn 213.857_1,Zn 334.502_1,Cr 357.868,Zn 213.857_2,Co 238.892,Cd 228.802,Al 394.401,Sb 231.146,Tl 190.794,Zn 334.502_2,Fe 239.563,Mg 279.800,P 178.222,Pb 280.199,Ga 294.363,In 230.606,V 292.401,Sn 242.950,Sr 216.596,Mn 294.921,Ti 336.122,Li 460.289,Bi 222.821,Zn 334.502
767,Blank,1404-03-13 1280 1266.csv,oes 4ac,1404/03/13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,CRM BLANK  y,1404-03-13 1280 1266.csv,oes 4ac,1404/03/13,28.6863,4.64813,118.605,159.234,5.00692,-34.3209,57.955,58.8689,-2.81126,-1.91767,-52.7608,23.7263,57.1802,236.472,258.813,-2.95205,-2.12779,11.3249,10.3998,-3.82851,0.0176602,1.75353,14.2679,9.33113,-5.26653,-6.15783,-169.132,163.087,-10.7611,-1.61947,29.1971,-182.771,65.3269,-547.914,4.69375,9.7759,36.6844,-2.94705,-3585.78,56.2065,52.9002,0.837102,0.606747,10.5203,23.4386,613.366,170.393,109.579,-0.325186,-2.09168,21.0939,20.0589,17.3535,38.6364,222.421,243.1,1.49292,5.86558,-0.951625,2.4216,2.00391,22.874,-5.96702,-4.92406,,,,15.5512,15.6237,36.25,6.70333,,,-6.28196,-1.29843,0.286367,0.352662,0.430202,0.232308,0.336389,7.32771,1.83351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,CRM BLANK  R,1404-03-13 1280 1266.csv,oes 4ac,1404/03/13,24.3128,1.04641,68.4776,113.748,10.0749,4.65199,76.0693,76.4931,-1.97668,-1.11737,-50.3074,30.6976,-21.4508,155.896,183.029,-2.62288,-2.0116,14.065,6.20919,-3.7486,-1.84893,2.64226,0.752182,-4.97565,-3.84036,-4.8447,-190.135,151.462,-8.16585,5.89422,40.4288,-205.262,36.256,-369.717,3.59766,8.80251,35.9182,-3.86005,-3638.3,25.9658,22.5247,-0.294919,-0.488192,8.79552,19.5117,753.552,149.245,79.2613,3.69801,-1.14113,15.3799,-1.5123,3.85696,16.882,76.4616,16.2873,-6.07676,-11.6416,-1.60481,0.559247,6.55689,-0.2554,-5.9943,-4.93389,,,,6.21734,6.14933,-7.50734,23.7865,,,-6.73748,-0.958686,0.202871,0.211109,0.188853,-0.0868659,0.0128517,2.18558,-3.28884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,blank tiz 1271,1404-03-13 1280 1266.csv,oes 4ac,1404/03/13,73.091,10.2448,2.20828,82.0071,-0.633601,38.7509,1.56177,2.46551,-4.93575,-3.27469,-91.7514,36.5343,-137.397,166.047,246.219,-5.65394,-1.85681,20.9335,10.2129,-9.18693,-3.53678,-0.071535,-0.811034,-9.16315,-11.7933,-13.5704,-406.901,208.81,-10.543,2.93228,74.1226,-406.906,-1.14556,-1078.69,5.56874,16.3997,66.1543,-6.65137,-6701.86,31.18,25.2273,0.966811,0.736819,17.0838,41.474,1191.44,514.169,387.114,6.68029,-3.86666,-2.5447,-5.75914,30.4358,110.662,74.711,166.893,25.0996,15.2085,-3.4796,1.28382,1062.61,1086.99,-11.0689,-9.16016,,,,-6.57234,-7.04935,-2.2444,28.9291,,,-11.2347,-3.08361,0.971682,0.393191,0.269309,-0.165967,-0.059391,10.0752,-0.253783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,nit 1257-44 blank,1404-03-13 1280 1266.csv,oes 4ac,1404/03/13,35.7816,2.49839,20.1813,81.1361,13.1382,-46.3761,-4.22455,-5.42752,-6.41633,-5.03579,-66.6355,20.5156,-175.533,113.726,166.494,-4.73862,-2.88352,12.0491,11.1974,-7.36907,-3.23863,4.76875,12.3078,4.42864,-10.6689,-10.9893,-364.974,158.786,-14.8147,-20.0891,52.2501,-372.43,31.5611,-922.786,4.28326,13.5049,55.519,-5.80161,-5549.79,60.5435,56.4775,2.98736,2.63014,13.1659,31.0337,685.253,345.426,251.96,3.04476,2.15921,-10.0469,-48.8731,29.9333,148.235,264.773,303.749,-13.6453,14.0899,-4.42215,1.06745,-10.3566,13.7322,-9.70669,-8.10228,,,,5.70565,5.76259,-41.2943,13.9239,,,-10.0368,-2.60963,0.438733,0.394529,0.105923,-0.148138,-0.0586997,-0.480952,-7.82183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,blank doc,1404-03-13 1280 1266.csv,oes 4ac,1404/03/13,0.0982139,0.0184328,0.266405,0.439968,0.0542076,0.131688,0.00233226,0.00397307,-0.015417,-0.0119157,-0.202898,0.108547,0.018844,0.721272,0.802557,-0.012195,-0.00862795,0.0536142,0.0356637,-0.0130365,-0.0102868,0.00940483,0.0222687,0.000555742,-0.000482064,-0.00432023,0.0953557,1.35961,-0.0412283,0.00802219,0.0926015,-0.764098,0.152556,-2.12788,0.0184742,0.0362533,0.145606,-0.00770846,-14.3612,0.22368,0.212394,0.0390106,0.0402912,0.0365862,0.0838071,2.35558,2.0123,1.52247,0.00353631,0.0267699,0.100606,0.0845691,-2.56691e-05,0.0753356,1.89315,1.76159,-0.0990021,0.0188762,-0.0064159,0.00278489,-0.0461114,-0.0244038,-0.0232035,-0.0189839,,,,0.207985,0.207668,0.0881287,0.140525,,,-0.0250534,-0.00695142,0.00247277,0.000711758,0.000222002,-0.000249068,0.000361328,0.248043,0.22742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,Blank,1404-03-18 1241 edit.csv,oes 4ac,1404/03/18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,CRM BLANK  y,1404-03-18 1241 edit.csv,oes 4ac,1404/03/18,123.892,4.55309,182.841,234.461,8.51766,-121.316,49.611,42.4426,3.24418,2.0169,-6.91277,34.1965,191.833,401.158,308.108,-4.98166,0.316899,-3.21246,17.971,-0.372101,-1.29326,-0.998396,29.8308,27.0747,-5.37783,-2.12868,59.8896,240.368,-2.27584,-6.20451,34.3424,-558.33,108.236,-1203.82,-0.199102,19.0112,72.1322,0.208175,-3561.91,72.6233,81.4436,4.13708,3.7974,29.8891,30.1447,1296.76,101.661,126.669,-4.47912,-3.86846,24.0661,31.8416,1.28015,46.3616,336.239,305.823,9.11309,-0.123971,2.64571,3.2632,20.8479,55.1371,2.14775,1.66598,,,,33.7702,36.9076,52.2293,-4.45565,,,2.65185,7.28922,1.21785,0.655308,1.02759,0.604362,0.723857,17.0897,13.5483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,CRM BLANK  R,1404-03-18 1241 edit.csv,oes 4ac,1404/03/18,117.633,7.14281,43.1132,88.8142,34.0449,-81.4956,74.9124,69.5432,2.26282,0.953797,-2.01226,39.8142,48.4183,294.431,189.75,-4.6321,0.209331,-1.93381,14.9051,-1.5545,-1.32145,-0.010745,1.13654,-1.45053,-3.93963,-1.64095,-54.674,132.058,-6.17896,4.77578,75.657,-637.728,36.2173,-1876.07,-3.48856,16.7572,71.2769,1.83339,-3649.53,7.81269,19.4242,1.9308,1.39061,23.3592,24.2626,1123.46,49.6726,76.9613,-1.7831,-5.9903,10.4721,18.9435,9.93061,36.339,65.6354,21.8919,4.86988,8.93368,-0.364675,0.337543,31.2768,35.081,2.37911,1.97195,,,,15.1321,19.9249,10.0689,10.658,,,1.84156,5.06621,0.207338,-0.313764,0.029417,-0.42268,-0.31588,11.25,8.00284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,BLNK ZP D25 V250,1404-03-18 1241 edit.csv,oes 4ac,1404/03/18,29126.3,1895.54,-13584.2,-6147.89,4323.48,-25477.4,3164.3,1395.55,39.9,-266.959,-2803.44,11033.7,-17439.6,41737.9,20953.1,-1177.93,60.0122,-459.315,4618.19,-668.163,-152.973,-621.521,-801.854,-1229.84,-1632.33,-941.674,-52271.9,-3664.27,-798.471,-85.7911,18483.8,1701350.0,10396.7,-386386.0,-930.412,4140.07,18005.9,147.663,-923414.0,-6512.42,-2605.47,-77.0896,-162.585,5607.19,6456.55,14405700.0,13047400.0,11787500.0,-1038.94,-1248.95,1523.56,11365.2,1088.45,7693.85,12729.4,-3689.62,1346.15,1246.98,62.7757,54.3609,5176.95,5035.55,350.937,229.622,,,,530.319,1443.56,1080.88,2759.03,,,394.991,1340.34,17.6026,-75.7069,-16.5146,-112.047,-99.0305,1836.92,874.894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777,BLNK ZGH D25,1404-03-18 1241 edit.csv,oes 4ac,1404/03/18,16529.8,1567.48,-5289.26,-3126.51,-165.923,-6318.97,765405.0,778230.0,265.351,101.95,-749.634,5408.33,-11182.5,18236.6,7752.11,-595.868,45.3377,7.34622,1974.1,-270.424,-176.664,-36.6708,-367.77,-565.844,-827.116,-259.482,-24860.9,-1282.18,-1529.27,-350.678,3650.34,-63835.6,2698.62,-148177.0,-512.172,1956.89,8784.76,287.274,-447679.0,-2465.53,-890.674,-42.0737,-107.348,2825.23,2826.22,11941900.0,10927000.0,10173300.0,-1128.29,-678.549,295.01,7830.59,306.707,3446.49,9110.54,-5807.69,3775.62,-859.221,-48.2932,36.0655,2205.85,5844.79,231.123,167.685,,,,1245.99,1612.24,8738.82,-2905.92,,,200.468,685.377,17.5088,-15.0893,-7.12856,-49.6444,-48.8904,58.6881,-213.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778, BLNK NIT,1404-03-18 1241 edit.csv,oes 4ac,1404/03/18,46.4399,1.42417,-13.2305,2.36177,1.82619,-7.47119,12.2729,9.45899,0.0732635,-0.399635,-1.77223,14.4377,-15.3433,57.5023,41.7519,-1.78269,0.266544,-1.32978,6.12781,-1.27748,-1.01391,1.72268,4.40781,3.15425,-2.60403,-1.0199,-43.0375,33.2689,-4.55326,-1.39414,14.4093,-268.033,-2.56467,-651.401,-1.69506,6.70616,28.7892,-0.438831,-1465.84,-2.09505,3.55211,0.309302,0.182526,18.5965,18.8571,447.056,-10.8237,4.39397,-0.564914,0.413727,8.41725,12.856,3.58943,24.1692,6.44857,10.7024,2.91099,-5.62396,-0.49053,0.116795,11.2116,17.4899,0.454134,0.271367,,,,3.79768,5.32559,12.3656,-4.0404,,,0.510127,2.09964,0.074783,-0.0967048,-0.025721,-0.180957,-0.126889,0.478314,-0.651673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779, BLNK NIT,1404-03-18 1241 edit.csv,oes 4ac,1404/03/18,1.87979,0.0778428,-0.818427,-0.189514,0.107439,-2.47575,0.271198,0.15825,-0.00125042,-0.0208276,-0.231555,0.604087,-0.809029,2.10777,1.5186,-0.0831168,0.00418358,-0.0323169,0.231949,-0.0600776,-0.0241287,-0.0391277,0.16277,0.129184,-0.113587,-0.0459928,-2.12756,0.938031,-0.104082,0.00401294,0.456014,-11.8836,0.182816,-27.0336,-0.0564598,0.270407,1.16482,-0.0059388,-59.2242,-0.115126,0.128841,0.0134915,0.00742154,0.402289,0.4307,10.3878,-0.349582,-0.0343949,0.000991055,-0.00857828,0.240567,0.59987,-0.0630134,0.79647,1.12702,1.39756,0.0736233,-0.0913745,-0.0169583,0.0033923,0.509166,0.667443,0.0162011,0.0095286,,,,0.131516,0.205933,0.255756,-0.460685,,,0.0335571,0.0807082,0.00316099,-0.00689889,-0.00180063,-0.00672995,-0.00630231,0.00995712,-0.0503037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,1248-blank tiz,1404-03-18 1241 edit.csv,oes 4ac,1404/03/18,119.877,8.54438,-33.3356,13.1202,18.783,-100.62,49.6949,42.2462,5.65965,4.27607,-6.91489,35.7553,523.052,693.887,622.114,-4.44628,0.406753,-0.929673,22.1143,-1.10104,1.15726,-1.3992,4.0324,2.19761,-0.716078,3.61021,5.82989,190.0,-9.99352,2.56809,57.542,-673.613,58.0863,-1910.95,-1.59335,18.0438,74.0215,0.606544,-3566.68,71.8934,78.6342,2.93711,2.52701,22.9754,23.4371,3246.15,3005.57,3140.95,-7.97481,-0.998435,28.4785,11.6523,27.4375,71.3141,181.767,171.934,-0.516482,-5.02176,-1.53236,0.158807,30.8311,20.1531,5.21521,4.73893,,,,8.7435,12.6939,-26.9635,-6.07915,,,2.50039,4.98395,0.275723,-0.252393,-0.17746,-0.453934,-0.38144,10.9895,7.68551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781,1244 blank nit,1404-03-18 1241 edit.csv,oes 4ac,1404/03/18,231.068,11.0687,-89.7163,-11.7548,24.225,-269.443,33.5053,19.5901,5.01644,2.4869,2.73888,69.2836,-365.399,-14.4869,-49.1221,-9.59457,1.19495,-1.43417,34.5679,-6.661,-3.49996,-6.99076,-2.84714,-7.68529,-12.8789,-4.84238,-286.234,97.8555,-17.9841,-13.0436,97.4265,-1154.59,-13.3914,-3318.43,-5.30659,33.3153,146.249,-1.17485,-7392.35,-57.8076,-24.0892,2.83338,1.82051,47.1511,52.4702,3896.02,56.4144,150.47,-8.10919,-3.48856,42.5598,11.3879,7.83908,109.182,147.542,-91.5473,-6.07419,-10.8982,-3.01141,0.408571,61.1624,40.0012,1.0948,0.105641,,,,5.89411,15.2196,28.5103,-18.8827,,,4.02291,10.5559,0.468134,-0.55439,-0.219699,-0.905287,-0.735242,-6.34088,-11.8036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,Blank,1404-03-20 1248 1305 1333 1046.csv,oes 4ac,1404/03/20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783,CRM BLANK  y,1404-03-20 1248 1305 1333 1046.csv,oes 4ac,1404/03/20,3.76729,6.76997,-10.4407,89.2895,31.1247,61.9912,107.089,106.372,-5.29471,-4.9911,68.6576,109.048,82.5091,280.051,280.82,-1.12066,-2.38118,13.2093,16.8152,-1.20056,-4.56238,-1.85167,9.05781,9.57154,-3.85184,-0.588258,265.608,321.847,-2.1621,-4.45787,8.58033,4239.97,-6.02727,112.766,6.3684,9.9575,46.3924,-8.03457,-3440.96,42.3142,39.3448,4.89703,7.66872,28.88,26.8056,1253.53,418.178,399.479,-0.808243,3.90545,-5.79975,58.9816,15.551,38.7478,279.793,213.512,-6.30587,0.31102,1.96157,2.45284,-18.8309,35.7132,-0.490487,-0.504445,,,,36.2218,39.0608,-6.73132,6.24295,,,7.93136,-3.34926,0.37335,0.29548,0.315875,0.0206492,-0.104643,10.8539,5.44154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,CRM BLANK  R,1404-03-20 1248 1305 1333 1046.csv,oes 4ac,1404/03/20,1.58637,3.60855,45.8643,147.597,9.52545,-78.1496,103.54,101.822,-4.2145,-3.90626,60.383,62.2578,37.788,231.858,237.26,-1.74216,-2.87135,10.3879,12.4669,-0.528293,-0.964886,-3.41221,10.3431,10.3277,-3.47208,0.673915,128.219,189.887,-10.6757,-6.29283,21.7305,4262.52,19.0074,54.9566,6.58024,8.44155,46.7964,-7.93332,-3439.72,42.8959,39.0673,-2.2056,0.493478,24.9908,25.9175,523.01,66.3548,104.226,4.44586,1.88398,1.38492,13.0832,22.7314,33.7102,209.461,50.797,10.8315,-0.411392,1.01946,0.764024,6.29697,27.8009,-0.770548,-0.825135,,,,26.5084,29.5651,18.6032,-0.651135,,,7.20016,-4.37318,-0.101968,0.07542,0.0653299,-0.289004,-0.378981,5.6178,1.13088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,1248-BLANK RET Tiz,1404-03-20 1248 1305 1333 1046.csv,oes 4ac,1404/03/20,1.79849,2.1798,-18.0701,1.48194,2.36995,-1.92496,7.93162,7.84223,-1.1658,-1.10303,12.0813,18.1113,18.0691,64.8798,57.6436,-0.251585,-0.585179,2.01497,2.11015,0.180582,-0.0546086,0.335349,0.428333,0.445765,-0.862325,-0.227424,17.1165,30.0574,-1.57029,-2.95138,3.35421,766.849,-6.14698,-89.7699,1.11799,1.70316,9.25692,-1.63879,-694.719,4.66175,3.81622,-0.737341,-0.239545,5.44686,5.29032,249.457,208.955,186.11,-0.0667462,1.31481,3.52633,-1.87211,0.833621,2.22401,46.6775,53.0515,-0.731613,-2.24714,-0.196714,0.142512,0.0516929,5.30888,-0.0947782,-0.0917826,,,,2.19625,3.46765,11.8007,0.460192,,,1.5258,-0.820983,0.0442303,0.0218106,-0.020626,-0.0459116,-0.0776937,2.28219,1.73426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786,1343-blank Hf+Tiz,1404-03-20 1248 1305 1333 1046.csv,oes 4ac,1404/03/20,2.59664,2.9796,-156.235,53.5061,12.8302,67.4023,17.1868,14.0322,-12.9373,-12.3289,125.891,149.383,-182.369,230.809,227.377,-3.42828,-5.97621,26.2459,32.178,47.1355,47.9713,49.8406,65.7623,66.7925,-12.0923,-4.45967,69.1607,214.062,12.1385,-25.2501,43.5496,-1.48373,-127.802,129.184,6.80277,16.9351,90.0148,-12.9819,-6986.7,16.9878,11.3144,-5.40614,-0.528808,57.6572,59.3462,1987.28,-705.588,-456.617,104.37,108.234,74.2874,333.636,27.0923,78.4196,360.026,341.874,-0.3624,19.1915,1.27893,1.68859,873.201,993.519,-2.72219,-2.82305,,,,56.8363,72.4756,23.9777,38.8446,,,13.8798,-8.42668,0.50019,0.00468381,-0.298162,-0.515364,-0.792011,4.89169,-2.78006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787,Blank,1404-03-20 1282 OES.csv,oes 4ac,1404/03/20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,CRM BLANK  y,1404-03-20 1282 OES.csv,oes 4ac,1404/03/20,3.76729,6.76997,-10.4407,89.2895,31.1247,61.9912,107.089,106.372,-5.29471,-4.9911,68.6576,109.048,82.5091,280.051,280.82,-1.12066,-2.38118,13.2093,16.8152,-1.20056,-4.56238,-1.85167,9.05781,9.57154,-3.85184,-0.588258,265.608,321.847,-2.1621,-4.45787,8.58033,4239.97,-6.02727,112.766,6.3684,9.9575,46.3924,-8.03457,-3440.96,42.3142,39.3448,4.89703,7.66872,28.88,26.8056,1253.53,418.178,399.479,-0.808243,3.90545,-5.79975,58.9816,15.551,38.7478,279.793,213.512,-6.30587,0.31102,1.96157,2.45284,-18.8309,35.7132,-0.490487,-0.504445,,,,36.2218,39.0608,-6.73132,6.24295,,,7.93136,-3.34926,0.37335,0.29548,0.315875,0.0206492,-0.104643,10.8539,5.44154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,CRM BLANK  R,1404-03-20 1282 OES.csv,oes 4ac,1404/03/20,1.58637,3.60855,45.8643,147.597,9.52545,-78.1496,103.54,101.822,-4.2145,-3.90626,60.383,62.2578,37.788,231.858,237.26,-1.74216,-2.87135,10.3879,12.4669,-0.528293,-0.964886,-3.41221,10.3431,10.3277,-3.47208,0.673915,128.219,189.887,-10.6757,-6.29283,21.7305,4262.52,19.0074,54.9566,6.58024,8.44155,46.7964,-7.93332,-3439.72,42.8959,39.0673,-2.2056,0.493478,24.9908,25.9175,523.01,66.3548,104.226,4.44586,1.88398,1.38492,13.0832,22.7314,33.7102,209.461,50.797,10.8315,-0.411392,1.01946,0.764024,6.29697,27.8009,-0.770548,-0.825135,,,,26.5084,29.5651,18.6032,-0.651135,,,7.20016,-4.37318,-0.101968,0.07542,0.0653299,-0.289004,-0.378981,5.6178,1.13088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790,1248-BLANK RET Tiz,1404-03-20 1282 OES.csv,oes 4ac,1404/03/20,1.79849,2.1798,-18.0701,1.48194,2.36995,-1.92496,7.93162,7.84223,-1.1658,-1.10303,12.0813,18.1113,18.0691,64.8798,57.6436,-0.251585,-0.585179,2.01497,2.11015,0.180582,-0.0546086,0.335349,0.428333,0.445765,-0.862325,-0.227424,17.1165,30.0574,-1.57029,-2.95138,3.35421,766.849,-6.14698,-89.7699,1.11799,1.70316,9.25692,-1.63879,-694.719,4.66175,3.81622,-0.737341,-0.239545,5.44686,5.29032,249.457,208.955,186.11,-0.0667462,1.31481,3.52633,-1.87211,0.833621,2.22401,46.6775,53.0515,-0.731613,-2.24714,-0.196714,0.142512,0.0516929,5.30888,-0.0947782,-0.0917826,,,,2.19625,3.46765,11.8007,0.460192,,,1.5258,-0.820983,0.0442303,0.0218106,-0.020626,-0.0459116,-0.0776937,2.28219,1.73426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791,1343-blank Hf+Tiz,1404-03-20 1282 OES.csv,oes 4ac,1404/03/20,2.59664,2.9796,-156.235,53.5061,12.8302,67.4023,17.1868,14.0322,-12.9373,-12.3289,125.891,149.383,-182.369,230.809,227.377,-3.42828,-5.97621,26.2459,32.178,47.1355,47.9713,49.8406,65.7623,66.7925,-12.0923,-4.45967,69.1607,214.062,12.1385,-25.2501,43.5496,-1.48373,-127.802,129.184,6.80277,16.9351,90.0148,-12.9819,-6986.7,16.9878,11.3144,-5.40614,-0.528808,57.6572,59.3462,1987.28,-705.588,-456.617,104.37,108.234,74.2874,333.636,27.0923,78.4196,360.026,341.874,-0.3624,19.1915,1.27893,1.68859,873.201,993.519,-2.72219,-2.82305,,,,56.8363,72.4756,23.9777,38.8446,,,13.8798,-8.42668,0.50019,0.00468381,-0.298162,-0.515364,-0.792011,4.89169,-2.78006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,Blank,1404-03-20 FIRE  1246 TEK.csv,oes 4ac,1404/03/20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
